Film_title,Director,Average_rating,Genres,Total_ratings,Film_URL,,,,
How the Grinch Stole Christmas,Ron Howard,3.53,"['Family', 'Comedy', 'Fantasy']",757727,https://letterboxd.com/film/how-the-grinch-stole-christmas-2000/,,,,
Arrival,Denis Villeneuve,4.13,"['Science Fiction', 'Mystery', 'Drama']",1823162,https://letterboxd.com/film/arrival-2016/,,,,
L.A. Takedown,Michael Mann,2.91,"['Action', 'Thriller', 'Drama', 'Crime']",3112,https://letterboxd.com/film/la-takedown/,,,,
American Strays,Michael Covert,nan,"['Comedy', 'Action']",174,https://letterboxd.com/film/american-strays/,,,,
Lucy,Luc Besson,2.79,"['Action', 'Science Fiction']",575565,https://letterboxd.com/film/lucy-2014/,,,,
The Book of Eli,"Allen Hughes, Albert Hughes",3.25,"['Science Fiction', 'Action', 'Thriller']",154354,https://letterboxd.com/film/the-book-of-eli/,,,,
Garden State,Zach Braff,3.44,"['Drama', 'Comedy', 'Romance']",135214,https://letterboxd.com/film/garden-state/,,,,
Red Heat,Walter Hill,2.96,"['Crime', 'Action']",27497,https://letterboxd.com/film/red-heat/,,,,
48 Hrs.,Walter Hill,3.42,"['Action', 'Thriller', 'Crime', 'Drama', 'Comedy']",52451,https://letterboxd.com/film/48-hrs/,,,,
Tango & Cash,Andrei Konchalovsky,3.17,"['Thriller', 'Crime', 'Comedy', 'Action', 'Drama']",44930,https://letterboxd.com/film/tango-cash/,,,,
Southern Comfort,Walter Hill,3.71,"['Action', 'Thriller']",20062,https://letterboxd.com/film/southern-comfort/,,,,
Zoolander,Ben Stiller,3.37,['Comedy'],614867,https://letterboxd.com/film/zoolander/,,,,
Resident Evil: The Final Chapter,Paul W. S. Anderson,2.25,"['Action', 'Science Fiction', 'Horror']",75287,https://letterboxd.com/film/resident-evil-the-final-chapter/,,,,
Jackie Brown,Quentin Tarantino,3.88,"['Crime', 'Thriller', 'Drama']",463812,https://letterboxd.com/film/jackie-brown/,,,,
Rush Hour,Brett Ratner,3.59,"['Crime', 'Action', 'Comedy']",389892,https://letterboxd.com/film/rush-hour/,,,,
Zootopia,"Byron Howard, Rich Moore",3.72,"['Animation', 'Comedy', 'Family', 'Adventure']",1209908,https://letterboxd.com/film/zootopia/,,,,
Austin Powers in Goldmember,Jay Roach,3.03,"['Comedy', 'Crime', 'Science Fiction']",184483,https://letterboxd.com/film/austin-powers-in-goldmember/,,,,
Beverly Hills Cop II,Tony Scott,3.24,"['Action', 'Comedy', 'Crime']",84807,https://letterboxd.com/film/beverly-hills-cop-ii/,,,,
Barb Wire,David Hogan,2.27,"['Science Fiction', 'Action', 'Adventure']",16526,https://letterboxd.com/film/barb-wire/,,,,
Universal Soldier,Roland Emmerich,3,"['Thriller', 'Science Fiction', 'Crime', 'Action']",34899,https://letterboxd.com/film/universal-soldier/,,,,
Extreme Prejudice,Walter Hill,3.61,"['Drama', 'Western', 'Action', 'Crime', 'Thriller']",8756,https://letterboxd.com/film/extreme-prejudice/,,,,
The Medallion,Gordon Chan,2.39,"['Fantasy', 'Action', 'Thriller', 'Comedy']",23291,https://letterboxd.com/film/the-medallion/,,,,
King Arthur,Antoine Fuqua,2.82,"['War', 'Action', 'Drama', 'History', 'Adventure']",47143,https://letterboxd.com/film/king-arthur/,,,,
The Adventures of Baron Munchausen,Terry Gilliam,3.7,"['Fantasy', 'Comedy', 'Adventure']",38616,https://letterboxd.com/film/the-adventures-of-baron-munchausen/,,,,
Casino Royale,"Val Guest, Ken Hughes",2.42,"['Action', 'Adventure', 'Comedy']",21423,https://letterboxd.com/film/casino-royale/,,,,
The Knack... and How to Get It,Richard Lester,3.22,"['Comedy', 'Romance']",3709,https://letterboxd.com/film/the-knack-and-how-to-get-it/,,,,
Carry On Spying,Gerald Thomas,3.1,['Comedy'],1693,https://letterboxd.com/film/carry-on-spying/,,,,
The Return of the Pink Panther,Blake Edwards,3.45,"['Comedy', 'Crime', 'Mystery']",14994,https://letterboxd.com/film/the-return-of-the-pink-panther/,,,,
Haywire,Steven Soderbergh,3.02,"['Thriller', 'Action', 'Drama']",40217,https://letterboxd.com/film/haywire/,,,,
Batman,Tim Burton,3.62,"['Fantasy', 'Action', 'Crime']",471678,https://letterboxd.com/film/batman-1989/,,,,
Alien³,David Fincher,2.82,"['Horror', 'Science Fiction', 'Action']",319305,https://letterboxd.com/film/alien-3/,,,,
Wallace & Gromit: The Curse of the Were-Rabbit,"Steve Box, Nick Park",3.85,"['Adventure', 'Family', 'Comedy', 'Animation']",264859,https://letterboxd.com/film/wallace-gromit-the-curse-of-the-were-rabbit/,,,,
Hercules,Brett Ratner,2.28,"['Action', 'Adventure']",58564,https://letterboxd.com/film/hercules-2014/,,,,
Hamlet,Franco Zeffirelli,3.15,"['Drama', 'History']",14016,https://letterboxd.com/film/hamlet-1990/,,,,
Little Deaths,"Sean Hogan, Andrew Parkinson",2.57,"['Romance', 'Horror', 'Thriller']",1209,https://letterboxd.com/film/little-deaths/,,,,
Jack the Giant Slayer,Bryan Singer,2.47,"['Fantasy', 'Drama', 'Adventure', 'Action']",75988,https://letterboxd.com/film/jack-the-giant-slayer/,,,,
Lady Macbeth,William Oldroyd,3.45,['Drama'],61733,https://letterboxd.com/film/lady-macbeth/,,,,
The Awakening,Mike Newell,2.49,['Horror'],1726,https://letterboxd.com/film/the-awakening/,,,,
Pirates of the Caribbean: On Stranger Tides,Rob Marshall,2.86,"['Adventure', 'Fantasy', 'Action']",471995,https://letterboxd.com/film/pirates-of-the-caribbean-on-stranger-tides/,,,,
Lethal Weapon 4,Richard Donner,3.11,"['Thriller', 'Action', 'Comedy', 'Adventure', 'Crime']",56137,https://letterboxd.com/film/lethal-weapon-4/,,,,
The Devil's Advocate,Taylor Hackford,3.57,"['Horror', 'Drama', 'Mystery', 'Thriller']",280417,https://letterboxd.com/film/the-devils-advocate/,,,,
Shanghai Knights,David Dobkin,2.88,"['Adventure', 'Action', 'Western', 'Comedy']",54134,https://letterboxd.com/film/shanghai-knights/,,,,
The Living Daylights,John Glen,3.32,"['Action', 'Thriller', 'Adventure']",63606,https://letterboxd.com/film/the-living-daylights/,,,,
B. Monkey,Michael Radford,3.04,"['Drama', 'Romance', 'Crime']",810,https://letterboxd.com/film/b-monkey/,,,,
Hawks,Robert Ellis Miller,3.34,"['Drama', 'Comedy']",290,https://letterboxd.com/film/hawks/,,,,
The Sender,Roger Christian,3.11,"['Science Fiction', 'Thriller', 'Horror']",2500,https://letterboxd.com/film/the-sender/,,,,
Stormy Monday,Mike Figgis,3.17,['Thriller'],2626,https://letterboxd.com/film/stormy-monday/,,,,
Tomorrow Never Dies,Roger Spottiswoode,3.04,"['Action', 'Thriller', 'Adventure']",104936,https://letterboxd.com/film/tomorrow-never-dies/,,,,
Rough Cut,"Don Siegel, Peter R. Hunt",3.03,"['Adventure', 'Mystery', 'Comedy', 'Romance', 'Crime']",694,https://letterboxd.com/film/rough-cut/,,,,
The Making of 'Superman III',Iain Johnstone,3.07,['Documentary'],465,https://letterboxd.com/film/the-making-of-superman-iii/,,,,
High Tension,Alexandre Aja,3.24,"['Mystery', 'Horror', 'Thriller']",61357,https://letterboxd.com/film/high-tension/,,,,
Superman IV: The Quest for Peace,Sidney J. Furie,1.71,"['Adventure', 'Action', 'Science Fiction']",40880,https://letterboxd.com/film/superman-iv-the-quest-for-peace/,,,,
Flyboys,Tony Bill,2.93,"['Drama', 'History', 'Romance', 'Adventure', 'War', 'Action']",12666,https://letterboxd.com/film/flyboys/,,,,
Haunted Honeymoon,Gene Wilder,2.91,"['Comedy', 'Horror', 'Mystery']",4580,https://letterboxd.com/film/haunted-honeymoon/,,,,
The 51st State,Ronny Yu,2.9,"['Thriller', 'Comedy', 'Action', 'Crime']",9270,https://letterboxd.com/film/the-51st-state/,,,,
Hardware,Richard Stanley,3.25,"['Science Fiction', 'Thriller', 'Horror']",14803,https://letterboxd.com/film/hardware/,,,,
Resident Evil: Retribution,Paul W. S. Anderson,2.46,"['Horror', 'Science Fiction', 'Action']",90610,https://letterboxd.com/film/resident-evil-retribution/,,,,
Blow,Ted Demme,3.51,"['Crime', 'Drama']",122917,https://letterboxd.com/film/blow/,,,,
About a Boy,"Chris Weitz, Paul Weitz",3.53,"['Romance', 'Drama', 'Comedy']",117039,https://letterboxd.com/film/about-a-boy/,,,,
The Russia House,Fred Schepisi,3.13,"['Thriller', 'Romance', 'Drama']",6961,https://letterboxd.com/film/the-russia-house/,,,,
Mr. Holmes,Bill Condon,3.32,"['Crime', 'Mystery', 'Drama', 'Family']",31004,https://letterboxd.com/film/mr-holmes/,,,,
Mortdecai,David Koepp,2.14,"['Comedy', 'Adventure']",39692,https://letterboxd.com/film/mortdecai/,,,,
Candyman,Bernard Rose,3.65,"['Thriller', 'Horror', 'Drama']",216589,https://letterboxd.com/film/candyman/,,,,
The Fifth Estate,Bill Condon,2.77,"['Thriller', 'Drama']",16560,https://letterboxd.com/film/the-fifth-estate/,,,,
Dorian Gray,Oliver Parker,2.66,"['Thriller', 'Fantasy', 'Drama']",67587,https://letterboxd.com/film/dorian-gray-2009/,,,,
The Iron Lady,Phyllida Lloyd,2.9,"['History', 'Drama']",44951,https://letterboxd.com/film/the-iron-lady/,,,,
Bridget Jones: The Edge of Reason,Beeban Kidron,2.98,"['Comedy', 'Romance']",193418,https://letterboxd.com/film/bridget-jones-the-edge-of-reason/,,,,
The Adventurer: The Curse of the Midas Box,Jonathan Newman,2.49,"['Adventure', 'Family', 'Fantasy']",1849,https://letterboxd.com/film/the-adventurer-the-curse-of-the-midas-box/,,,,
Braveheart,Mel Gibson,3.89,"['History', 'Action', 'Drama', 'War']",372032,https://letterboxd.com/film/braveheart/,,,,
Cutthroat Island,Renny Harlin,2.79,"['Adventure', 'Action']",14262,https://letterboxd.com/film/cutthroat-island/,,,,
Hannibal Rising,Peter Webber,2.54,"['Crime', 'Thriller', 'Horror']",48302,https://letterboxd.com/film/hannibal-rising/,,,,
Star Trek,J.J. Abrams,3.63,"['Science Fiction', 'Action', 'Adventure']",290712,https://letterboxd.com/film/star-trek/,,,,
Joy,David O. Russell,3.13,"['Drama', 'Comedy']",130044,https://letterboxd.com/film/joy-2015/,,,,
Sideways,Alexander Payne,3.81,"['Comedy', 'Romance', 'Drama']",144755,https://letterboxd.com/film/sideways/,,,,
Transformers: Revenge of the Fallen,Michael Bay,2.53,"['Action', 'Adventure', 'Science Fiction']",320240,https://letterboxd.com/film/transformers-revenge-of-the-fallen/,,,,
The Rock,Michael Bay,3.57,"['Thriller', 'Adventure', 'Action']",144425,https://letterboxd.com/film/the-rock/,,,,
The Crow,Alex Proyas,3.78,"['Action', 'Thriller', 'Fantasy']",239727,https://letterboxd.com/film/the-crow/,,,,
Final Destination,James Wong,3.17,['Horror'],440764,https://letterboxd.com/film/final-destination/,,,,
Apollo 13,Ron Howard,3.8,"['History', 'Drama']",209317,https://letterboxd.com/film/apollo-13/,,,,
A Few Good Men,Rob Reiner,4.01,['Drama'],216363,https://letterboxd.com/film/a-few-good-men/,,,,
Shanghai Noon,Tom Dey,3.07,"['Western', 'Comedy', 'Adventure', 'Action']",72950,https://letterboxd.com/film/shanghai-noon/,,,,
Allegiant,Robert Schwentke,2.08,"['Adventure', 'Science Fiction', 'Action', 'Mystery']",205536,https://letterboxd.com/film/allegiant/,,,,
Son of Batman,Ethan Spaulding,3.12,"['Adventure', 'Animation', 'Action']",45321,https://letterboxd.com/film/son-of-batman/,,,,
The Grifters,Stephen Frears,3.42,"['Drama', 'Crime']",21426,https://letterboxd.com/film/the-grifters/,,,,
Timecode,Mike Figgis,3.15,"['Drama', 'Romance']",3416,https://letterboxd.com/film/timecode/,,,,
The Rookie,Clint Eastwood,2.85,"['Crime', 'Drama', 'Thriller', 'Action']",11469,https://letterboxd.com/film/the-rookie/,,,,
Volunteers,Nicholas Meyer,2.67,['Comedy'],5145,https://letterboxd.com/film/volunteers/,,,,
The Lawless Land,Jon Hess,nan,"['Action', 'Science Fiction', 'Adventure']",70,https://letterboxd.com/film/the-lawless-land/,,,,
Omega Syndrome,Joseph Manduke,2.86,['Action'],419,https://letterboxd.com/film/omega-syndrome/,,,,
Transcendence,Wally Pfister,2.42,"['Thriller', 'Drama', 'Mystery', 'Science Fiction']",71162,https://letterboxd.com/film/transcendence/,,,,
Safe,Todd Haynes,3.96,['Drama'],71935,https://letterboxd.com/film/safe/,,,,
Sid and Nancy,Alex Cox,3.49,"['Drama', 'Romance']",38416,https://letterboxd.com/film/sid-and-nancy/,,,,
Disconnect,Henry Alex Rubin,3.49,"['Drama', 'Thriller']",15781,https://letterboxd.com/film/disconnect/,,,,
Vampire's Kiss,Robert Bierman,3.42,"['Comedy', 'Crime', 'Fantasy', 'Horror']",59685,https://letterboxd.com/film/vampires-kiss/,,,,
School Daze,Spike Lee,3.31,"['Drama', 'Comedy', 'Music']",12267,https://letterboxd.com/film/school-daze/,,,,
New Jack City,Mario Van Peebles,3.39,"['Crime', 'Thriller', 'Drama']",27421,https://letterboxd.com/film/new-jack-city/,,,,
Drag Me to Hell,Sam Raimi,3.19,"['Thriller', 'Horror']",204339,https://letterboxd.com/film/drag-me-to-hell/,,,,
Oz the Great and Powerful,Sam Raimi,2.58,"['Fantasy', 'Family', 'Adventure']",165945,https://letterboxd.com/film/oz-the-great-and-powerful/,,,,
Patriot Games,Phillip Noyce,3.27,"['Action', 'Crime', 'Drama', 'Thriller']",55912,https://letterboxd.com/film/patriot-games/,,,,
Darkman,Sam Raimi,3.36,"['Action', 'Thriller', 'Science Fiction']",67937,https://letterboxd.com/film/darkman/,,,,
The Grudge,Takashi Shimizu,2.82,"['Horror', 'Mystery', 'Thriller']",123470,https://letterboxd.com/film/the-grudge/,,,,
Shocker,Wes Craven,2.84,"['Thriller', 'Horror', 'Comedy']",18276,https://letterboxd.com/film/shocker/,,,,
Reign Over Me,Mike Binder,3.48,['Drama'],27653,https://letterboxd.com/film/reign-over-me/,,,,
Clear and Present Danger,Phillip Noyce,3.33,"['Action', 'Drama', 'Thriller']",47844,https://letterboxd.com/film/clear-and-present-danger/,,,,
Intruder,Scott Spiegel,3.22,"['Mystery', 'Horror']",22853,https://letterboxd.com/film/intruder/,,,,
Blood Rage,John Grissmer,3.18,"['Thriller', 'Horror']",18679,https://letterboxd.com/film/blood-rage/,,,,
Hercules and Xena - The Animated Movie: The Battle for Mount Olympus,Lynne Naylor,3.11,"['Fantasy', 'Adventure', 'Animation']",610,https://letterboxd.com/film/hercules-and-xena-the-animated-movie-the-battle-for-mount-olympus/,,,,
Immortal Beloved,Bernard Rose,3.51,"['Music', 'Romance', 'Drama']",10178,https://letterboxd.com/film/immortal-beloved/,,,,
Jason Goes to Hell: The Final Friday,Adam Marcus,1.7,"['Horror', 'Thriller']",63589,https://letterboxd.com/film/jason-goes-to-hell-the-final-friday/,,,,
Highlander II: The Quickening,Russell Mulcahy,2.12,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",16603,https://letterboxd.com/film/highlander-ii-the-quickening/,,,,
The Babysitter,McG,2.74,"['Horror', 'Comedy']",308692,https://letterboxd.com/film/the-babysitter-2017/,,,,
High-Rise,Ben Wheatley,2.91,['Drama'],56302,https://letterboxd.com/film/high-rise-2015/,,,,
Call Me by Your Name,Luca Guadagnino,3.86,"['Romance', 'Drama']",2059392,https://letterboxd.com/film/call-me-by-your-name/,,,,
The Lone Ranger,Gore Verbinski,2.65,"['Western', 'Action', 'Adventure']",126784,https://letterboxd.com/film/the-lone-ranger/,,,,
Macbeth,Justin Kurzel,3.48,"['War', 'Drama']",63967,https://letterboxd.com/film/macbeth-2015/,,,,
Transformers: Age of Extinction,Michael Bay,2.11,"['Science Fiction', 'Adventure', 'Action']",230330,https://letterboxd.com/film/transformers-age-of-extinction/,,,,
Kill List,Ben Wheatley,3.45,"['Crime', 'Horror', 'Thriller']",60992,https://letterboxd.com/film/kill-list/,,,,
21 Jump Street,"Phil Lord, Christopher Miller",3.6,"['Crime', 'Comedy', 'Action']",877191,https://letterboxd.com/film/21-jump-street/,,,,
Don Jon,Joseph Gordon-Levitt,2.86,"['Comedy', 'Drama', 'Romance']",153091,https://letterboxd.com/film/don-jon/,,,,
Inception,Christopher Nolan,4.21,"['Action', 'Adventure', 'Science Fiction']",2822912,https://letterboxd.com/film/inception/,,,,
The Theory of Everything,James Marsh,3.62,"['Romance', 'Drama']",519889,https://letterboxd.com/film/the-theory-of-everything-2014/,,,,
Guardians of the Galaxy,James Gunn,3.8,"['Adventure', 'Action', 'Science Fiction']",2159596,https://letterboxd.com/film/guardians-of-the-galaxy/,,,,
Pride and Prejudice and Zombies,Burr Steers,2.7,"['Thriller', 'Comedy', 'Romance', 'Horror']",63659,https://letterboxd.com/film/pride-and-prejudice-and-zombies/,,,,
Maleficent,Robert Stromberg,3.26,"['Fantasy', 'Action', 'Adventure', 'Romance', 'Family']",571995,https://letterboxd.com/film/maleficent/,,,,
The Dark Valley,Andreas Prochaska,3.54,"['Drama', 'Thriller']",6798,https://letterboxd.com/film/the-dark-valley/,,,,
The World's End,Edgar Wright,3.62,"['Action', 'Science Fiction', 'Comedy']",357954,https://letterboxd.com/film/the-worlds-end/,,,,
A Field in England,Ben Wheatley,3.44,"['Thriller', 'Horror', 'Fantasy']",29240,https://letterboxd.com/film/a-field-in-england/,,,,
Black Sea,Kevin Macdonald,3.17,"['Drama', 'Thriller', 'Adventure']",13329,https://letterboxd.com/film/black-sea-2014/,,,,
Down Terrace,Ben Wheatley,3.4,"['Drama', 'Crime']",4678,https://letterboxd.com/film/down-terrace/,,,,
The Other Boleyn Girl,Justin Chadwick,3.08,"['Drama', 'History', 'Romance']",80180,https://letterboxd.com/film/the-other-boleyn-girl/,,,,
The Life Aquatic with Steve Zissou,Wes Anderson,3.81,"['Comedy', 'Adventure', 'Drama']",379082,https://letterboxd.com/film/the-life-aquatic-with-steve-zissou/,,,,
Charlie and the Chocolate Factory,Tim Burton,3.29,"['Fantasy', 'Comedy', 'Adventure', 'Family']",1227223,https://letterboxd.com/film/charlie-and-the-chocolate-factory/,,,,
Edge of Tomorrow,Doug Liman,3.76,"['Science Fiction', 'Action']",616099,https://letterboxd.com/film/edge-of-tomorrow/,,,,
Submarine,Richard Ayoade,3.85,"['Romance', 'Drama', 'Comedy']",264699,https://letterboxd.com/film/submarine/,,,,
The New World,Terrence Malick,3.8,"['Romance', 'History', 'Drama']",58016,https://letterboxd.com/film/the-new-world/,,,,
Vanilla Sky,Cameron Crowe,3.45,"['Fantasy', 'Thriller', 'Drama', 'Romance', 'Science Fiction', 'Mystery']",214708,https://letterboxd.com/film/vanilla-sky/,,,,
Lara Croft: Tomb Raider – The Cradle of Life,Jan de Bont,2.42,"['Adventure', 'Thriller', 'Action', 'Fantasy']",74418,https://letterboxd.com/film/lara-croft-tomb-raider-the-cradle-of-life/,,,,
Flirting,John Duigan,3.58,"['Drama', 'Romance']",3022,https://letterboxd.com/film/flirting/,,,,
The Proposition,John Hillcoat,3.77,"['Adventure', 'Drama', 'Action', 'Crime', 'Thriller', 'Western']",29032,https://letterboxd.com/film/the-proposition-2005/,,,,
Inferno,Dario Argento,3.46,"['Horror', 'Thriller']",63221,https://letterboxd.com/film/inferno-1980/,,,,
Minority Report,Steven Spielberg,3.76,"['Thriller', 'Science Fiction', 'Action']",396214,https://letterboxd.com/film/minority-report/,,,,
Phantom of the Paradise,Brian De Palma,4.1,"['Drama', 'Comedy', 'Horror', 'Fantasy', 'Thriller', 'Music', 'Romance']",104721,https://letterboxd.com/film/phantom-of-the-paradise/,,,,
The Evictors,Charles B. Pierce,2.87,"['Horror', 'Crime', 'Thriller']",1421,https://letterboxd.com/film/the-evictors/,,,,
My Favorite Year,Richard Benjamin,3.52,"['Comedy', 'Drama']",6010,https://letterboxd.com/film/my-favorite-year/,,,,
Emergency Squad,Stelvio Massi,3.32,"['Action', 'Thriller']",492,https://letterboxd.com/film/emergency-squad/,,,,
Bad,Jed Johnson,3.23,"['Crime', 'Horror', 'Comedy']",834,https://letterboxd.com/film/bad/,,,,
1900,Bernardo Bertolucci,3.84,"['History', 'Drama']",16361,https://letterboxd.com/film/1900/,,,,
Late Night Trains,Aldo Lado,3.12,"['Thriller', 'Horror']",4005,https://letterboxd.com/film/late-night-trains/,,,,
Tex and the Lord of the Deep,Duccio Tessari,nan,"['Adventure', 'Western', 'Fantasy']",193,https://letterboxd.com/film/tex-and-the-lord-of-the-deep/,,,,
Chavela,"Catherine Gund, Daresha Kyi",3.89,['Documentary'],3531,https://letterboxd.com/film/chavela/,,,,
Star Knight,Fernando Colomo,2.74,"['Fantasy', 'Science Fiction']",537,https://letterboxd.com/film/star-knight/,,,,
La Orca,Eriprando Visconti,3.26,"['Drama', 'Crime', 'Thriller']",420,https://letterboxd.com/film/la-orca/,,,,
Cut and Run,Ruggero Deodato,2.95,"['Horror', 'Adventure']",2754,https://letterboxd.com/film/cut-and-run/,,,,
Under the Bridges,Helmut Käutner,3.83,"['Romance', 'Drama', 'Comedy']",899,https://letterboxd.com/film/under-the-bridges/,,,,
Kubo and the Two Strings,Travis Knight,3.93,"['Adventure', 'Animation', 'Family']",267941,https://letterboxd.com/film/kubo-and-the-two-strings/,,,,
